;Bundle             = 1
;Partition          = 1
;Operator           = N.U. X-ray Dif. Fac
;Gonio              = ATX-G
;Memo               = J.B. Cohen X-ray Diffraction Facility
;IncidentMonochro   = Slit collimation
;CounterMonochro    = Receiving slit
;Attachment         = XY-STAGE
;Filter             = 
;SlitName0          = XRR Compression 5*.5
;SlitName1          = Reciprocal SM Slit Collimation
;Counter            = SC-70
;KAlpha1            = 1.54056
;KAlpha2            = 1.54439
;KBata              = 0
;Target             = Cu
;KV                 = 50
;mA                 = 240
;AxisName           = Z
;MeasurementMethod = Continuation
;Start              = -0.488
;Finish             = -0.086
;Speed              = 2
;FixedTime          = 
;Width              = 0.003
;FullScale         = 158000
;Comment            = 
;SampleName         = 
;Xunit              = mm
;Yunit              = CPS
-0.4880 131988.7
-0.4850 131612.8
-0.4820 134003.2
-0.4790 132067.0
-0.4760 133047.7
-0.4730 131987.7
-0.4700 130922.2
-0.4670 128793.5
-0.4640 129423.7
-0.4610 133733.2
-0.4580 132682.3
-0.4550 131995.6
-0.4520 130501.7
-0.4490 129830.3
-0.4460 129852.4
-0.4430 129860.7
-0.4400 133749.0
-0.4370 130626.2
-0.4340 132020.0
-0.4310 131447.0
-0.4280 130098.7
-0.4250 132790.3
-0.4220 131303.1
-0.4190 131953.8
-0.4160 129322.1
-0.4130 130487.2
-0.4100 131948.2
-0.4070 130982.0
-0.4040 132595.3
-0.4010 133335.2
-0.3980 133357.3
-0.3950 132802.8
-0.3920 131217.6
-0.3890 131367.9
-0.3860 130146.9
-0.3830 130939.3
-0.3800 128972.2
-0.3770 129261.8
-0.3740 129115.1
-0.3710 128181.4
-0.3680 128215.1
-0.3650 127173.1
-0.3620 125323.5
-0.3590 125562.6
-0.3560 123890.4
-0.3530 120907.7
-0.3500 120683.7
-0.3470 119189.9
-0.3440 115489.0
-0.3410 115238.4
-0.3380 111542.7
-0.3350 111037.5
-0.3320 106497.3
-0.3290 108494.0
-0.3260 104624.8
-0.3230 101969.6
-0.3200 99796.7
-0.3170 93602.4
-0.3140 93449.5
-0.3110 90488.5
-0.3080 86949.3
-0.3050 84830.8
-0.3020 80878.0
-0.2990 78194.5
-0.2960 75483.0
-0.2930 70488.5
-0.2900 68947.8
-0.2870 63573.6
-0.2840 61280.1
-0.2810 59129.0
-0.2780 55949.8
-0.2750 51431.1
-0.2720 48855.4
-0.2690 44189.6
-0.2660 43175.3
-0.2630 39776.2
-0.2600 36810.9
-0.2570 32502.1
-0.2540 30610.1
-0.2510 27573.7
-0.2480 24927.7
-0.2450 22532.6
-0.2420 19725.9
-0.2390 17774.7
-0.2360 16434.2
-0.2330 14254.7
-0.2300 11963.4
-0.2270 10662.0
-0.2240 8956.3
-0.2210 8139.5
-0.2180 6308.9
-0.2150 5064.0
-0.2120 3646.3
-0.2090 2970.9
-0.2060 2197.7
-0.2030 1961.8
-0.2000 1080.0
-0.1970 812.4
-0.1940 656.2
-0.1910 255.7
-0.1880 100.0
-0.1850 22.2
-0.1820 22.2
-0.1790 22.2
-0.1760 11.1
-0.1730 0.0
-0.1700 0.0
-0.1670 0.0
-0.1640 0.0
-0.1610 0.0
-0.1580 0.0
-0.1550 0.0
-0.1520 0.0
-0.1490 0.0
-0.1460 0.0
-0.1430 0.0
-0.1400 0.0
-0.1370 0.0
-0.1340 0.0
-0.1310 0.0
-0.1280 0.0
-0.1250 0.0
-0.1220 0.0
-0.1190 0.0
-0.1160 0.0
-0.1130 0.0
-0.1100 0.0
-0.1070 0.0
-0.1040 0.0
-0.1010 0.0
-0.0980 0.0
-0.0950 0.0
-0.0920 11.1
-0.0890 0.0
-0.0860 0.0
